age,gender,location,province,education_level,employment_sector,income_quintile,has_national_id,has_proof_of_address,has_tin,has_employment_proof,kyc_doc_score,kyc_barrier_level,distance_to_branch_km,has_mobile_phone,has_internet,financially_excluded
45,Male,Urban,Harare,Secondary,Unemployed,5,1,1,0,0,2,Medium,2.4,1,1,0
18,Male,Rural,Mashonaland East,Primary,Informal,2,1,1,0,0,2,Medium,1.0,0,1,0
40,Male,Rural,Midlands,Secondary,Informal,5,0,0,1,1,2,Medium,13.2,1,0,1
31,Male,Urban,Harare,Tertiary,Informal,5,1,0,0,0,1,High,1.4,1,1,0
78,Female,Rural,Matabeleland North,Primary,Informal,1,1,1,0,1,3,Low,9.1,0,0,1
40,Female,Urban,Midlands,Tertiary,Informal,4,1,1,0,0,2,Medium,5.3,1,1,0
29,Male,Rural,Manicaland,None,Unemployed,1,0,1,0,0,1,High,1.0,0,1,1
18,Female,Rural,Mashonaland East,Secondary,Unemployed,2,1,0,0,0,1,High,4.9,1,1,1
56,Female,Urban,Bulawayo,Tertiary,Informal,4,1,1,1,1,4,Low,3.0,1,1,0
33,Female,Rural,Midlands,Secondary,Informal,2,0,1,1,0,2,Medium,2.8,1,1,0
26,Female,Rural,Mashonaland West,Secondary,Informal,1,1,1,0,0,2,Medium,19.4,1,0,0
42,Male,Urban,Harare,Secondary,Informal,4,0,1,1,1,3,Low,2.2,1,1,0
47,Female,Urban,Harare,Secondary,Informal,4,1,0,0,0,1,High,2.7,1,1,1
46,Female,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,4.6,1,1,0
38,Female,Rural,Mashonaland East,Primary,Informal,2,0,1,0,1,2,Medium,37.7,0,1,1
40,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,2.7,1,1,0
41,Male,Rural,Midlands,Secondary,Unemployed,2,0,0,0,0,0,High,79.9,1,0,1
42,Male,Rural,Bulawayo,Secondary,Unemployed,1,1,0,1,0,2,Medium,14.9,1,0,1
43,Female,Urban,Mashonaland West,Secondary,Formal,5,1,1,0,1,3,Low,2.0,1,1,0
53,Female,Urban,Matabeleland North,Secondary,Informal,3,1,1,0,1,3,Low,6.2,1,0,0
38,Male,Rural,Masvingo,Primary,Informal,2,1,1,0,1,3,Low,6.6,1,0,0
26,Female,Rural,Masvingo,Primary,Informal,1,0,1,0,0,1,High,24.6,0,0,0
35,Male,Urban,Harare,Secondary,Formal,1,1,0,1,1,3,Low,7.0,1,1,1
48,Male,Urban,Bulawayo,Primary,Informal,2,1,0,0,0,1,High,0.9,1,0,0
18,Female,Urban,Harare,Tertiary,Informal,4,1,1,0,0,2,Medium,0.1,1,1,0
18,Female,Rural,Mashonaland Central,None,Informal,1,0,1,1,0,2,Medium,22.0,1,0,1
50,Female,Urban,Bulawayo,Tertiary,Unemployed,4,1,1,1,0,3,Low,1.0,1,1,0
59,Female,Rural,Harare,Primary,Unemployed,2,1,0,0,0,1,High,24.2,0,0,0
20,Female,Urban,Harare,Tertiary,Informal,4,0,1,0,1,2,Medium,1.5,1,1,0
39,Female,Rural,Matabeleland North,Secondary,Unemployed,1,1,1,0,0,2,Medium,17.0,1,0,1
32,Male,Urban,Bulawayo,Tertiary,Informal,2,1,1,1,1,4,Low,1.1,0,1,0
34,Female,Urban,Harare,Tertiary,Unemployed,2,1,1,0,0,2,Medium,4.8,1,1,0
42,Female,Rural,Harare,Secondary,Unemployed,1,1,1,0,0,2,Medium,82.1,0,0,1
19,Male,Rural,Mashonaland East,Primary,Informal,2,0,0,0,1,1,High,10.9,1,1,1
22,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0
33,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,0.4,1,1,0
35,Male,Urban,Harare,Tertiary,Informal,3,0,0,0,1,1,High,2.1,1,0,1
22,Female,Urban,Bulawayo,Tertiary,Informal,3,1,1,0,1,3,Low,4.1,0,1,0
49,Male,Urban,Midlands,Secondary,Informal,4,1,1,1,1,4,Low,5.1,1,1,0
32,Female,Rural,Masvingo,Secondary,Unemployed,2,1,1,1,0,3,Low,3.5,0,0,1
32,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,1.3,0,1,0
41,Male,Rural,Masvingo,Secondary,Informal,1,1,1,0,0,2,Medium,12.2,1,0,0
36,Male,Urban,Masvingo,Secondary,Formal,5,1,1,1,1,4,Low,4.5,1,1,0
49,Male,Urban,Matabeleland South,Secondary,Informal,3,1,1,0,0,2,Medium,3.9,1,1,0
24,Female,Rural,Manicaland,Secondary,Informal,2,1,0,0,1,2,Medium,1.0,1,1,1
18,Male,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,1.6,1,1,1
33,Male,Rural,Manicaland,Secondary,Unemployed,1,1,1,1,0,3,Low,3.7,0,1,1
38,Male,Urban,Mashonaland Central,Secondary,Informal,4,0,1,0,1,2,Medium,0.5,1,1,1
20,Male,Rural,Manicaland,Primary,Informal,1,1,0,1,0,2,Medium,1.0,1,0,1
18,Female,Rural,Midlands,Secondary,Unemployed,1,0,1,0,0,1,High,28.1,0,0,1
40,Female,Rural,Bulawayo,None,Unemployed,1,1,1,1,0,3,Low,11.9,1,0,1
27,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,1,0,3,Low,6.7,1,1,0
18,Female,Urban,Harare,Tertiary,Unemployed,4,1,1,0,0,2,Medium,6.8,1,1,0
51,Male,Urban,Bulawayo,Primary,Informal,4,1,1,0,1,3,Low,4.0,0,1,0
29,Female,Urban,Harare,Primary,Formal,4,1,1,1,1,4,Low,1.4,1,1,0
54,Female,Urban,Mashonaland Central,Secondary,Informal,3,1,0,0,1,2,Medium,13.1,1,1,0
38,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,0,1,3,Low,0.9,1,1,0
42,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.2,1,1,0
35,Female,Urban,Manicaland,Secondary,Formal,4,1,1,1,1,4,Low,9.1,1,1,0
18,Male,Urban,Matabeleland North,Secondary,Informal,1,1,1,0,1,3,Low,1.3,1,1,0
22,Female,Urban,Mashonaland East,Tertiary,Informal,3,0,0,0,1,1,High,0.8,1,0,1
36,Female,Urban,Manicaland,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.9,1,1,0
43,Male,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,0,2,Medium,33.2,0,0,0
18,Female,Urban,Matabeleland North,Secondary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0
37,Female,Urban,Bulawayo,Secondary,Unemployed,4,1,1,0,0,2,Medium,4.1,1,1,0
22,Female,Urban,Matabeleland South,Secondary,Informal,3,1,1,0,1,3,Low,1.1,1,1,0
41,Female,Rural,Matabeleland South,Secondary,Unemployed,1,1,1,0,0,2,Medium,9.9,1,0,1
37,Female,Urban,Harare,Tertiary,Informal,4,0,1,0,1,2,Medium,4.4,0,0,1
48,Female,Rural,Manicaland,None,Informal,1,0,1,1,0,2,Medium,2.8,1,0,1
52,Female,Rural,Matabeleland South,Secondary,Unemployed,1,1,1,0,0,2,Medium,3.5,1,0,1
44,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,1,0,3,Low,0.6,1,1,0
50,Male,Rural,Masvingo,None,Unemployed,1,1,1,1,0,3,Low,9.8,1,1,1
33,Female,Rural,Midlands,Secondary,Informal,2,1,1,0,0,2,Medium,4.2,1,0,1
77,Female,Urban,Bulawayo,Secondary,Informal,4,0,1,0,0,1,High,0.1,1,1,0
20,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,1.2,1,1,0
30,Female,Rural,Masvingo,Secondary,Formal,3,1,1,1,1,4,Low,34.0,0,1,1
50,Female,Rural,Bulawayo,Primary,Unemployed,1,1,0,0,0,1,High,27.2,1,1,1
48,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,4.0,1,0,0
44,Male,Urban,Matabeleland North,Secondary,Formal,4,1,1,1,1,4,Low,3.3,1,1,0
47,Female,Rural,Harare,Secondary,Unemployed,1,1,1,1,0,3,Low,1.4,1,0,0
18,Male,Urban,Mashonaland West,Tertiary,Informal,4,1,0,0,0,1,High,0.5,1,1,0
60,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,1,3,Low,19.9,1,1,0
35,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,1.3,0,1,0
55,Female,Rural,Midlands,Secondary,Informal,4,0,0,1,0,1,High,3.3,1,1,1
18,Male,Rural,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,14.3,1,1,0
41,Female,Rural,Mashonaland West,Secondary,Informal,2,1,0,1,0,2,Medium,2.1,1,1,0
30,Female,Rural,Mashonaland Central,Secondary,Informal,2,1,1,0,1,3,Low,109.2,1,1,1
46,Male,Rural,Mashonaland East,Secondary,Informal,3,1,1,0,0,2,Medium,3.2,1,0,0
42,Male,Rural,Masvingo,Secondary,Informal,1,1,1,1,0,3,Low,5.5,1,0,0
43,Female,Rural,Mashonaland Central,Secondary,Informal,1,1,0,0,1,2,Medium,101.7,0,0,1
23,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.3,0,1,0
37,Male,Rural,Midlands,Primary,Informal,2,1,1,0,0,2,Medium,24.6,1,0,0
35,Female,Urban,Manicaland,Secondary,Unemployed,3,1,1,0,0,2,Medium,4.2,0,0,0
44,Female,Rural,Matabeleland North,Secondary,Informal,3,1,1,0,0,2,Medium,100.5,1,0,0
51,Female,Rural,Midlands,Secondary,Informal,1,0,1,1,1,3,Low,3.4,1,1,1
40,Female,Urban,Harare,Tertiary,Unemployed,2,0,1,0,0,1,High,0.5,1,1,1
20,Male,Urban,Harare,Tertiary,Formal,5,1,1,0,1,3,Low,2.4,1,1,0
39,Male,Urban,Bulawayo,Secondary,Unemployed,4,1,0,0,0,1,High,0.8,1,1,1
74,Male,Rural,Mashonaland West,Secondary,Unemployed,1,1,0,0,0,1,High,10.3,0,1,1
61,Female,Urban,Harare,Tertiary,Informal,2,1,1,0,1,3,Low,1.3,1,1,0
18,Female,Urban,Mashonaland East,Secondary,Formal,5,1,1,1,1,4,Low,1.7,1,1,0
38,Female,Rural,Manicaland,None,Informal,1,0,1,0,1,2,Medium,94.3,0,0,1
51,Male,Rural,Masvingo,None,Informal,1,0,0,0,0,0,High,1.0,1,0,1
35,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.3,1,1,0
31,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,0,1,3,Low,3.2,1,1,0
34,Male,Rural,Mashonaland East,Primary,Informal,3,1,1,1,1,4,Low,5.3,0,1,1
45,Male,Rural,Bulawayo,Secondary,Unemployed,2,0,0,0,0,0,High,7.6,0,0,1
21,Female,Rural,Midlands,Secondary,Informal,3,1,0,1,0,2,Medium,15.7,1,0,1
54,Male,Urban,Matabeleland North,Tertiary,Informal,4,0,1,0,1,2,Medium,0.1,1,1,0
37,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,0,1,3,Low,2.5,1,1,0
24,Female,Urban,Harare,Tertiary,Formal,5,1,1,0,1,3,Low,9.4,1,1,0
53,Female,Rural,Masvingo,Secondary,Unemployed,3,1,0,0,0,1,High,20.8,0,0,0
18,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,6.7,0,1,1
30,Female,Urban,Harare,Secondary,Formal,4,0,1,1,1,3,Low,4.8,1,1,0
29,Female,Rural,Mashonaland Central,Secondary,Informal,1,1,1,0,0,2,Medium,1.0,1,1,0
68,Male,Rural,Mashonaland Central,Secondary,Informal,1,0,0,1,1,2,Medium,15.7,1,0,1
28,Female,Rural,Mashonaland East,Secondary,Unemployed,3,1,1,0,0,2,Medium,9.2,0,0,0
18,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,3.4,1,1,0
29,Male,Urban,Mashonaland West,Secondary,Informal,4,1,1,0,0,2,Medium,2.0,1,1,0
44,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,7.2,1,0,0
48,Male,Urban,Harare,Primary,Informal,3,1,1,0,0,2,Medium,11.7,1,0,0
69,Male,Urban,Harare,Primary,Informal,2,0,1,0,0,1,High,3.4,1,0,1
57,Female,Urban,Masvingo,Secondary,Formal,5,1,0,1,1,3,Low,1.6,0,1,0
40,Male,Rural,Manicaland,None,Informal,1,1,0,0,1,2,Medium,24.4,0,0,1
25,Male,Rural,Mashonaland Central,Secondary,Informal,1,1,1,1,0,3,Low,8.2,1,1,0
60,Male,Rural,Masvingo,Secondary,Informal,1,1,1,0,1,3,Low,7.8,0,0,1
32,Male,Urban,Manicaland,Tertiary,Unemployed,2,1,1,0,0,2,Medium,16.7,1,0,0
28,Male,Urban,Mashonaland East,Secondary,Formal,5,1,1,1,1,4,Low,1.0,1,1,0
32,Female,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,4.4,1,1,0
20,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,3.3,0,1,0
31,Male,Urban,Harare,Tertiary,Formal,5,0,1,0,1,2,Medium,2.0,1,0,1
34,Female,Urban,Bulawayo,Primary,Formal,4,0,1,1,1,3,Low,9.6,1,1,1
48,Female,Rural,Mashonaland East,Secondary,Informal,1,1,0,0,0,1,High,51.1,1,0,1
32,Male,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,0.3,1,1,0
20,Male,Rural,Harare,Primary,Informal,1,0,1,0,0,1,High,22.4,1,0,0
18,Male,Urban,Matabeleland South,None,Informal,4,1,1,0,0,2,Medium,9.4,1,0,0
40,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0
39,Male,Urban,Harare,Primary,Informal,2,1,1,0,1,3,Low,4.6,1,1,0
30,Female,Urban,Matabeleland North,Tertiary,Unemployed,1,1,0,1,0,2,Medium,2.9,1,1,1
31,Female,Urban,Manicaland,Primary,Informal,2,1,0,0,1,2,Medium,2.3,1,1,0
43,Male,Rural,Masvingo,Primary,Unemployed,2,1,1,0,0,2,Medium,42.9,1,0,0
57,Female,Urban,Bulawayo,None,Informal,3,0,0,0,1,1,High,0.7,1,1,1
27,Male,Urban,Harare,Tertiary,Informal,4,1,0,1,0,2,Medium,1.2,1,0,0
39,Male,Rural,Matabeleland South,Secondary,Informal,1,1,1,0,0,2,Medium,48.7,0,0,0
51,Male,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,2.4,1,1,0
27,Male,Rural,Midlands,Secondary,Informal,1,1,0,0,0,1,High,25.9,1,0,1
37,Female,Urban,Harare,Tertiary,Informal,5,1,1,0,0,2,Medium,0.2,1,1,0
37,Male,Rural,Masvingo,Primary,Unemployed,3,1,0,0,0,1,High,14.3,1,1,0
19,Female,Urban,Bulawayo,Tertiary,Informal,3,0,1,0,0,1,High,1.1,1,1,0
40,Male,Urban,Harare,Tertiary,Formal,4,1,1,1,0,3,Low,1.0,1,1,0
38,Female,Rural,Mashonaland East,None,Formal,3,1,1,1,1,4,Low,12.1,0,0,1
45,Female,Rural,Matabeleland South,Primary,Informal,1,1,1,0,0,2,Medium,42.7,1,1,0
21,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,2.2,1,1,0
38,Male,Rural,Midlands,None,Informal,2,1,1,1,1,4,Low,2.3,0,0,1
57,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,3.3,1,1,0
67,Female,Urban,Bulawayo,Secondary,Informal,4,1,0,0,1,2,Medium,2.9,1,1,0
55,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,0.2,1,1,0
21,Female,Rural,Mashonaland West,Secondary,Informal,3,1,1,0,0,2,Medium,19.0,1,1,0
44,Male,Urban,Bulawayo,Secondary,Informal,3,1,0,0,1,2,Medium,0.2,1,1,0
31,Male,Rural,Matabeleland South,Secondary,Informal,3,1,0,0,0,1,High,36.4,1,0,0
41,Female,Urban,Bulawayo,Secondary,Informal,1,1,1,0,1,3,Low,4.4,1,1,0
27,Male,Rural,Masvingo,Secondary,Informal,3,0,1,0,1,2,Medium,53.8,1,0,0
18,Male,Rural,Masvingo,Secondary,Informal,1,1,1,0,1,3,Low,49.6,0,1,1
33,Male,Urban,Harare,Tertiary,Unemployed,4,1,1,1,0,3,Low,0.4,1,1,0
48,Male,Urban,Harare,Secondary,Informal,4,1,1,0,0,2,Medium,0.5,1,1,0
42,Male,Urban,Harare,Secondary,Formal,4,1,1,0,1,3,Low,0.2,1,1,0
43,Male,Rural,Masvingo,Secondary,Informal,1,0,1,0,1,2,Medium,21.8,0,0,1
41,Female,Urban,Matabeleland North,Secondary,Formal,5,1,1,1,0,3,Low,3.7,1,1,0
43,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,5.9,1,1,1
45,Male,Urban,Bulawayo,Primary,Informal,2,1,0,1,0,2,Medium,4.4,1,1,1
34,Male,Rural,Mashonaland Central,Secondary,Informal,2,0,1,0,1,2,Medium,17.3,1,1,1
39,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,7.7,1,1,0
62,Male,Urban,Mashonaland Central,Tertiary,Unemployed,4,1,1,0,0,2,Medium,0.1,1,1,0
39,Male,Rural,Matabeleland North,Secondary,Unemployed,1,1,0,0,0,1,High,57.4,1,0,1
38,Female,Urban,Manicaland,None,Informal,1,1,0,1,1,3,Low,6.5,0,0,0
39,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,1,0,3,Low,58.7,1,0,1
34,Female,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,6.2,0,1,0
31,Female,Urban,Bulawayo,Tertiary,Informal,4,1,1,0,0,2,Medium,0.9,0,1,0
40,Female,Rural,Mashonaland Central,Secondary,Informal,1,1,1,0,0,2,Medium,18.0,1,1,1
30,Male,Rural,Midlands,Secondary,Informal,2,1,0,1,0,2,Medium,46.2,0,1,0
35,Male,Rural,Matabeleland South,Secondary,Informal,1,1,1,0,0,2,Medium,28.8,1,0,0
26,Male,Urban,Harare,Secondary,Informal,3,1,0,1,1,3,Low,0.8,1,1,0
39,Female,Urban,Harare,Secondary,Informal,3,1,1,1,1,4,Low,3.0,1,1,0
46,Female,Urban,Bulawayo,Secondary,Informal,3,1,1,0,0,2,Medium,10.7,1,1,0
35,Female,Urban,Midlands,Secondary,Formal,5,1,1,1,1,4,Low,4.2,1,1,0
18,Male,Urban,Harare,Primary,Informal,2,1,1,0,1,3,Low,4.3,1,1,0
46,Female,Urban,Bulawayo,Tertiary,Informal,2,1,1,0,1,3,Low,12.9,0,1,1
39,Female,Urban,Harare,Secondary,Informal,3,1,1,0,0,2,Medium,2.5,1,1,0
24,Female,Urban,Bulawayo,Tertiary,Unemployed,2,0,1,0,0,1,High,0.7,0,0,1
48,Female,Urban,Bulawayo,Secondary,Informal,1,1,1,0,1,3,Low,1.7,1,1,0
18,Male,Urban,Harare,Tertiary,Informal,5,1,1,1,0,3,Low,2.6,1,1,0
52,Male,Rural,Matabeleland South,Secondary,Informal,3,1,0,1,1,3,Low,2.6,1,0,0
37,Female,Rural,Manicaland,Secondary,Informal,3,0,1,0,1,2,Medium,20.7,0,1,1
18,Male,Urban,Mashonaland East,Secondary,Unemployed,3,1,1,0,0,2,Medium,1.0,1,0,1
40,Male,Rural,Mashonaland Central,Tertiary,Informal,3,1,1,0,1,3,Low,47.0,1,1,0
32,Male,Rural,Masvingo,Secondary,Unemployed,1,0,0,0,0,0,High,9.3,1,0,1
30,Male,Urban,Harare,Tertiary,Informal,4,1,1,1,1,4,Low,1.6,1,1,0
27,Female,Urban,Bulawayo,Secondary,Informal,4,1,1,0,0,2,Medium,2.0,1,1,0
36,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.4,1,1,0
31,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,0,1,3,Low,1.0,1,1,0
18,Female,Rural,Harare,Secondary,Informal,3,1,1,1,0,3,Low,13.7,1,0,0
55,Female,Rural,Mashonaland East,Primary,Unemployed,1,1,1,0,0,2,Medium,12.8,0,0,0
34,Male,Urban,Mashonaland West,Secondary,Informal,2,1,1,0,0,2,Medium,5.1,1,1,1
27,Male,Rural,Mashonaland West,Primary,Informal,2,1,1,0,1,3,Low,18.7,1,0,0
22,Male,Urban,Bulawayo,Tertiary,Informal,4,1,1,0,1,3,Low,6.7,1,1,0
48,Male,Rural,Masvingo,Secondary,Formal,4,0,1,1,1,3,Low,23.4,1,1,1
19,Male,Rural,Mashonaland West,Primary,Informal,1,0,1,0,1,2,Medium,37.1,1,0,0
39,Male,Urban,Masvingo,Tertiary,Unemployed,2,1,1,0,0,2,Medium,0.4,1,1,0
29,Female,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,4.1,1,1,0
30,Female,Rural,Midlands,Secondary,Informal,1,0,1,0,0,1,High,33.9,1,0,1
22,Female,Rural,Midlands,Secondary,Unemployed,1,1,0,0,0,1,High,37.6,1,0,1
29,Male,Urban,Harare,Primary,Formal,4,1,1,1,1,4,Low,0.3,1,1,0
38,Male,Urban,Harare,Secondary,Unemployed,4,1,0,0,0,1,High,1.7,1,1,0
41,Female,Urban,Bulawayo,Tertiary,Informal,5,1,1,0,1,3,Low,13.8,0,0,0
27,Female,Rural,Matabeleland South,Secondary,Formal,3,1,1,0,1,3,Low,7.5,1,1,0
36,Female,Rural,Mashonaland Central,Secondary,Informal,2,0,1,1,1,3,Low,2.9,1,0,1
50,Male,Rural,Mashonaland Central,None,Formal,3,1,1,1,1,4,Low,55.3,1,0,1
18,Male,Rural,Manicaland,Secondary,Informal,2,0,1,0,0,1,High,3.2,1,0,0
37,Female,Rural,Matabeleland South,Secondary,Informal,2,0,0,0,1,1,High,35.4,0,0,1
24,Female,Rural,Matabeleland North,Secondary,Informal,2,1,1,1,0,3,Low,1.0,0,0,0
23,Male,Urban,Harare,Secondary,Informal,4,0,1,0,1,2,Medium,2.0,1,1,0
41,Female,Rural,Masvingo,Secondary,Informal,2,1,1,0,1,3,Low,5.1,0,0,0
30,Female,Urban,Mashonaland Central,Tertiary,Formal,5,0,1,1,1,3,Low,3.9,1,1,1
20,Female,Urban,Matabeleland South,Secondary,Informal,3,1,1,1,0,3,Low,1.8,1,1,0
56,Male,Rural,Mashonaland Central,Secondary,Informal,2,1,1,0,1,3,Low,6.4,0,0,1
50,Female,Rural,Mashonaland East,Secondary,Informal,2,0,0,0,0,0,High,19.3,1,1,1
18,Female,Rural,Mashonaland East,Primary,Informal,2,0,1,0,0,1,High,77.5,1,0,0
18,Male,Urban,Bulawayo,Secondary,Formal,5,0,1,1,1,3,Low,3.6,1,1,0
46,Female,Urban,Harare,Tertiary,Unemployed,4,1,1,1,0,3,Low,6.1,1,0,1
34,Female,Urban,Harare,Secondary,Informal,1,0,1,0,0,1,High,3.1,1,0,0
59,Female,Urban,Mashonaland East,Primary,Formal,4,1,1,1,1,4,Low,1.5,1,1,0
46,Male,Urban,Bulawayo,Tertiary,Informal,4,1,1,0,1,3,Low,1.2,1,1,0
42,Female,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,4.3,1,1,0
23,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0
44,Male,Rural,Manicaland,Secondary,Informal,1,1,1,0,1,3,Low,2.7,1,1,1
20,Male,Urban,Harare,Secondary,Informal,3,0,1,0,0,1,High,6.5,1,0,0
56,Male,Urban,Harare,Tertiary,Informal,4,1,1,1,1,4,Low,5.8,1,0,0
43,Male,Rural,Manicaland,None,Informal,2,1,1,1,1,4,Low,8.2,1,0,0
26,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.8,1,1,0
49,Female,Rural,Midlands,Secondary,Informal,3,1,1,0,1,3,Low,3.4,0,1,0
69,Male,Rural,Midlands,Tertiary,Informal,1,1,0,0,1,2,Medium,10.0,0,1,1
34,Female,Urban,Harare,Secondary,Informal,4,1,1,1,1,4,Low,0.7,1,1,0
45,Male,Rural,Matabeleland North,Tertiary,Informal,4,0,1,0,0,1,High,23.1,1,0,1
31,Female,Rural,Manicaland,Secondary,Informal,3,0,0,0,1,1,High,34.9,1,1,1
39,Female,Rural,Matabeleland South,Secondary,Informal,3,1,1,0,0,2,Medium,50.9,1,0,0
18,Female,Rural,Midlands,Secondary,Informal,1,1,1,0,0,2,Medium,44.6,0,0,1
37,Female,Rural,Masvingo,Primary,Informal,2,0,1,1,1,3,Low,5.1,0,0,0
38,Female,Rural,Masvingo,Secondary,Informal,1,1,0,1,0,2,Medium,5.9,0,0,1
63,Male,Urban,Harare,Primary,Informal,4,1,1,0,1,3,Low,0.8,1,1,0
18,Male,Rural,Mashonaland Central,Secondary,Informal,3,1,1,1,0,3,Low,50.6,0,0,0
34,Male,Rural,Mashonaland West,Primary,Formal,3,1,0,1,1,3,Low,5.1,0,1,0
56,Male,Rural,Manicaland,Tertiary,Informal,1,1,0,0,0,1,High,4.8,0,1,1
34,Male,Rural,Matabeleland North,Primary,Informal,3,1,0,0,1,2,Medium,1.0,0,0,0
35,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,1.3,1,0,0
26,Female,Rural,Mashonaland Central,Primary,Informal,1,1,0,0,0,1,High,3.7,1,0,1
24,Female,Rural,Masvingo,Primary,Informal,1,1,0,0,0,1,High,7.8,1,0,1
18,Female,Urban,Mashonaland East,Secondary,Informal,1,1,1,0,1,3,Low,1.2,1,0,0
29,Female,Urban,Bulawayo,Tertiary,Informal,4,1,1,0,0,2,Medium,1.5,1,0,0
24,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,0,0,2,Medium,5.5,1,1,0
39,Male,Urban,Mashonaland West,Secondary,Formal,5,1,1,1,1,4,Low,8.1,1,1,0
26,Female,Rural,Harare,Secondary,Informal,2,0,1,0,1,2,Medium,8.5,0,1,1
31,Female,Urban,Bulawayo,None,Informal,1,1,1,0,0,2,Medium,0.5,1,1,0
31,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,2.5,1,1,0
37,Male,Rural,Mashonaland Central,None,Unemployed,1,1,0,0,0,1,High,8.3,0,0,1
30,Male,Rural,Midlands,Secondary,Informal,2,1,1,1,1,4,Low,10.0,1,0,1
23,Male,Rural,Mashonaland West,Tertiary,Informal,2,1,0,0,1,2,Medium,10.7,1,1,0
39,Male,Rural,Mashonaland East,Secondary,Informal,2,1,1,0,0,2,Medium,35.9,1,0,0
52,Male,Rural,Mashonaland Central,None,Unemployed,1,1,0,0,0,1,High,28.8,0,0,1
39,Female,Rural,Midlands,Secondary,Informal,2,1,1,0,0,2,Medium,1.7,0,1,0
29,Female,Rural,Midlands,Secondary,Informal,2,0,1,0,1,2,Medium,17.0,1,0,1
36,Female,Urban,Harare,Secondary,Informal,4,1,0,0,1,2,Medium,0.9,1,1,1
18,Female,Rural,Masvingo,Primary,Informal,3,0,1,0,0,1,High,38.0,0,0,1
36,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,2.1,1,1,0
32,Male,Urban,Manicaland,Primary,Informal,3,1,1,0,1,3,Low,4.0,0,1,0
24,Female,Urban,Bulawayo,Secondary,Informal,5,1,1,1,0,3,Low,6.8,0,0,0
27,Male,Rural,Manicaland,None,Informal,1,0,1,0,1,2,Medium,1.7,0,0,1
32,Female,Rural,Masvingo,Secondary,Unemployed,2,0,1,1,0,2,Medium,7.1,0,0,1
51,Male,Urban,Matabeleland North,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.5,0,0,0
53,Female,Rural,Mashonaland East,Primary,Informal,1,0,0,0,0,0,High,5.5,1,0,1
25,Female,Urban,Harare,None,Informal,3,1,0,0,0,1,High,0.6,1,1,0
