age,gender,location,province,education_level,employment_sector,income_quintile,has_national_id,has_proof_of_address,has_tin,has_employment_proof,kyc_doc_score,kyc_barrier_level,distance_to_branch_km,has_mobile_phone,has_internet,financially_excluded,kyc_gap_score,demographic_score,institutional_score,feri_score,feri_band
29,Female,Rural,Midlands,None,Unemployed,2,1,0,0,0,1,High,16.3,1,0,1,60,70.0,35.0,58.5,High Risk
52,Female,Urban,Bulawayo,Secondary,Informal,2,0,1,0,1,2,Medium,9.6,1,1,1,60,30.0,5.0,38.5,Moderate Risk
18,Female,Rural,Manicaland,Primary,Informal,3,0,0,0,0,0,High,9.5,1,0,1,100,56.0,25.0,69.6,Critical Risk
21,Male,Rural,Midlands,Secondary,Unemployed,1,1,0,0,0,1,High,10.2,1,0,1,60,63.0,35.0,56.05,High Risk
34,Female,Rural,Masvingo,Primary,Informal,1,1,1,0,1,3,Low,14.1,1,0,0,20,63.0,55.0,42.05,Moderate Risk
56,Male,Urban,Harare,Tertiary,Informal,4,1,1,1,0,3,Low,0.3,1,1,0,10,12.0,0.0,8.7,Low Risk
32,Male,Urban,Masvingo,Tertiary,Formal,5,0,1,1,1,3,Low,0.6,1,1,1,40,0.0,20.0,22.0,Low Risk
43,Female,Rural,Manicaland,Tertiary,Informal,2,0,1,0,1,2,Medium,4.1,0,0,1,60,50.0,50.0,54.5,High Risk
38,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,2.3,0,1,0,30,30.0,30.0,30.0,Moderate Risk
56,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.7,1,1,0,0,10.0,0.0,3.5,Low Risk
18,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,2.2,1,1,0,0,18.0,0.0,6.3,Low Risk
48,Male,Rural,Masvingo,Primary,Unemployed,1,1,1,0,0,2,Medium,49.2,1,1,0,30,61.0,50.0,44.85,Moderate Risk
35,Female,Urban,Matabeleland North,Secondary,Formal,5,1,1,1,1,4,Low,4.4,1,1,0,0,10.0,20.0,7.5,Low Risk
50,Male,Rural,Mashonaland Central,Tertiary,Formal,3,1,1,1,1,4,Low,20.1,1,1,0,0,20.0,50.0,17.0,Low Risk
26,Female,Rural,Midlands,Secondary,Informal,1,0,0,0,1,1,High,28.6,0,1,1,90,57.0,60.0,72.45,Critical Risk
38,Male,Urban,Harare,Tertiary,Informal,5,1,1,0,1,3,Low,0.8,1,1,0,20,12.0,0.0,13.2,Low Risk
36,Female,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,2.6,1,1,0,20,22.0,0.0,16.7,Low Risk
23,Female,Rural,Mashonaland Central,Secondary,Informal,3,1,1,0,1,3,Low,8.7,0,1,1,20,50.0,55.0,37.5,Moderate Risk
20,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,2.9,1,1,0,0,18.0,0.0,6.3,Low Risk
29,Male,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,1,3,Low,35.1,1,0,0,20,40.0,50.0,33.0,Moderate Risk
39,Male,Rural,Midlands,Primary,Informal,1,0,0,0,0,0,High,27.6,0,1,1,100,53.0,60.0,75.55,Critical Risk
27,Male,Rural,Matabeleland South,Secondary,Informal,4,1,1,0,1,3,Low,8.9,0,0,0,20,32.0,75.0,35.2,Moderate Risk
33,Male,Urban,Mashonaland Central,Secondary,Informal,4,1,1,0,0,2,Medium,1.7,1,1,0,30,12.0,20.0,21.7,Low Risk
18,Female,Rural,Harare,Secondary,Informal,2,1,1,0,0,2,Medium,34.1,1,1,0,30,58.0,30.0,39.8,Moderate Risk
32,Male,Rural,Midlands,Secondary,Formal,4,1,0,1,1,3,Low,6.7,1,0,0,30,20.0,25.0,25.5,Moderate Risk
52,Female,Urban,Harare,Tertiary,Formal,5,0,1,1,0,2,Medium,0.1,0,1,1,50,10.0,30.0,32.0,Moderate Risk
47,Male,Rural,Matabeleland North,Primary,Unemployed,2,1,1,0,0,2,Medium,2.0,0,1,0,30,54.0,50.0,42.4,Moderate Risk
36,Male,Rural,Matabeleland North,Secondary,Unemployed,1,1,1,0,0,2,Medium,1.0,0,0,1,30,55.0,70.0,46.75,High Risk
41,Female,Rural,Mashonaland Central,Secondary,Informal,3,1,1,0,1,3,Low,5.8,1,1,1,20,42.0,25.0,28.7,Moderate Risk
26,Male,Urban,Bulawayo,Secondary,Unemployed,2,1,1,0,0,2,Medium,2.0,1,1,1,30,28.0,0.0,23.3,Low Risk
60,Male,Urban,Matabeleland North,Primary,Informal,3,1,1,1,0,3,Low,1.4,1,1,0,10,18.0,20.0,14.8,Low Risk
66,Male,Urban,Harare,Secondary,Unemployed,2,1,1,0,0,2,Medium,2.5,1,1,0,30,36.0,0.0,26.1,Moderate Risk
40,Male,Urban,Manicaland,Tertiary,Unemployed,3,1,1,1,0,3,Low,0.6,1,1,0,10,20.0,0.0,11.5,Low Risk
74,Female,Urban,Matabeleland South,Tertiary,Informal,5,1,1,0,0,2,Medium,1.1,1,1,0,30,30.0,20.0,28.0,Moderate Risk
28,Male,Rural,Mashonaland East,Primary,Informal,1,1,0,0,0,1,High,26.0,1,1,1,60,53.0,30.0,51.55,High Risk
20,Male,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,6.0,1,1,1,20,8.0,5.0,12.8,Low Risk
28,Female,Rural,Mashonaland West,Primary,Informal,1,0,1,1,1,3,Low,53.6,1,0,1,40,63.0,50.0,50.05,High Risk
34,Female,Urban,Mashonaland East,Tertiary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0,0,10.0,0.0,3.5,Low Risk
70,Female,Urban,Harare,Tertiary,Informal,3,1,1,0,0,2,Medium,0.3,1,1,0,30,30.0,0.0,24.0,Low Risk
34,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0,0,0.0,0.0,0.0,Low Risk
25,Female,Urban,Harare,Secondary,Informal,3,1,0,0,1,2,Medium,0.8,0,1,0,50,22.0,30.0,36.2,Moderate Risk
25,Male,Rural,Midlands,Primary,Unemployed,2,1,0,0,0,1,High,4.8,0,0,1,60,54.0,50.0,55.9,High Risk
53,Male,Rural,Midlands,Secondary,Informal,3,1,1,0,0,2,Medium,1.6,1,1,0,30,32.0,0.0,24.7,Low Risk
51,Female,Rural,Masvingo,Primary,Informal,1,1,1,0,1,3,Low,44.7,0,0,1,20,63.0,100.0,51.05,High Risk
31,Female,Urban,Midlands,Secondary,Informal,4,1,1,0,0,2,Medium,3.3,1,0,1,30,22.0,20.0,25.2,Moderate Risk
18,Female,Rural,Matabeleland North,None,Informal,2,0,0,0,1,1,High,61.6,1,0,0,90,70.0,70.0,79.0,Critical Risk
22,Female,Urban,Matabeleland South,Primary,Unemployed,1,1,1,0,0,2,Medium,6.3,1,1,0,30,59.0,25.0,39.15,Moderate Risk
62,Male,Rural,Mashonaland Central,Primary,Informal,3,1,0,1,0,2,Medium,16.5,1,0,0,40,38.0,55.0,42.3,Moderate Risk
47,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,3.7,0,1,0,0,10.0,30.0,9.5,Low Risk
38,Female,Urban,Masvingo,Tertiary,Informal,3,1,0,0,0,1,High,2.2,0,1,0,60,22.0,50.0,44.7,Moderate Risk
64,Male,Urban,Harare,Tertiary,Informal,4,1,1,1,0,3,Low,5.9,0,1,0,10,12.0,35.0,15.7,Low Risk
65,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.4,1,1,0,0,8.0,0.0,2.8,Low Risk
37,Male,Urban,Mashonaland Central,Tertiary,Informal,3,1,0,1,1,3,Low,5.9,1,1,0,30,12.0,25.0,22.7,Low Risk
37,Female,Rural,Masvingo,Secondary,Informal,1,0,1,0,1,2,Medium,16.5,1,0,1,60,57.0,55.0,57.95,High Risk
29,Male,Rural,Mashonaland East,None,Informal,3,1,1,1,0,3,Low,16.4,1,0,0,10,44.0,35.0,26.9,Moderate Risk
34,Male,Rural,Mashonaland West,Primary,Informal,2,0,0,0,1,1,High,13.9,0,1,1,90,46.0,45.0,65.6,Critical Risk
18,Female,Urban,Harare,Primary,Informal,4,1,1,0,1,3,Low,1.8,0,1,0,20,36.0,30.0,27.6,Moderate Risk
18,Female,Rural,Manicaland,Secondary,Informal,2,1,0,1,0,2,Medium,1.0,1,0,0,40,58.0,20.0,42.3,Moderate Risk
18,Male,Urban,Harare,Tertiary,Informal,3,1,1,1,0,3,Low,0.4,1,1,0,10,20.0,0.0,11.5,Low Risk
53,Female,Urban,Bulawayo,Secondary,Formal,4,1,1,1,0,3,Low,0.3,1,1,0,10,10.0,0.0,8.0,Low Risk
18,Female,Urban,Mashonaland East,Secondary,Informal,4,1,1,0,1,3,Low,4.8,1,1,0,20,30.0,0.0,19.5,Low Risk
65,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.4,1,1,0,30,38.0,0.0,26.8,Moderate Risk
27,Male,Rural,Mashonaland East,Primary,Informal,1,1,0,0,0,1,High,14.7,1,1,1,60,53.0,15.0,48.55,High Risk
62,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,1,0,3,Low,9.4,1,1,0,10,12.0,5.0,9.7,Low Risk
32,Female,Urban,Harare,Tertiary,Unemployed,4,1,1,0,0,2,Medium,0.6,0,0,0,30,30.0,50.0,34.0,Moderate Risk
18,Male,Rural,Mashonaland East,Secondary,Informal,2,0,0,1,1,2,Medium,8.6,0,0,1,70,48.0,55.0,59.3,High Risk
55,Female,Urban,Harare,Primary,Formal,4,1,1,1,1,4,Low,2.2,1,1,0,0,16.0,0.0,5.6,Low Risk
57,Male,Rural,Matabeleland North,Secondary,Formal,3,0,1,1,1,3,Low,46.3,1,1,0,40,20.0,50.0,35.0,Moderate Risk
25,Female,Urban,Harare,None,Informal,2,1,1,0,1,3,Low,2.8,0,1,1,20,42.0,30.0,29.7,Moderate Risk
33,Female,Rural,Mashonaland West,None,Informal,1,1,0,0,1,2,Medium,10.3,1,1,0,50,69.0,15.0,49.65,High Risk
25,Female,Rural,Masvingo,None,Informal,1,1,1,0,0,2,Medium,1.0,1,0,1,30,69.0,40.0,45.65,High Risk
36,Female,Rural,Matabeleland South,None,Informal,1,0,0,1,1,2,Medium,12.5,1,0,1,70,69.0,55.0,66.65,Critical Risk
39,Female,Rural,Matabeleland North,Primary,Informal,2,0,0,0,0,0,High,10.9,1,0,1,100,56.0,55.0,75.6,Critical Risk
33,Male,Rural,Midlands,Primary,Informal,1,0,0,1,1,2,Medium,19.2,1,1,1,70,53.0,15.0,53.05,High Risk
18,Male,Rural,Matabeleland North,Secondary,Formal,5,1,1,1,1,4,Low,6.4,1,0,0,0,28.0,45.0,18.8,Low Risk
29,Female,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,2.1,1,1,0,20,22.0,0.0,16.7,Low Risk
47,Female,Urban,Harare,Primary,Informal,4,1,1,0,1,3,Low,1.3,1,1,0,20,28.0,0.0,18.8,Low Risk
35,Female,Rural,Manicaland,Tertiary,Formal,4,1,0,0,1,2,Medium,9.0,0,1,0,50,30.0,35.0,40.0,Moderate Risk
33,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.2,1,1,0,0,10.0,0.0,3.5,Low Risk
24,Male,Urban,Harare,Primary,Informal,3,1,1,0,1,3,Low,3.7,1,1,0,20,26.0,0.0,18.1,Low Risk
29,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,4.4,1,1,0,0,10.0,0.0,3.5,Low Risk
57,Female,Urban,Manicaland,Secondary,Informal,3,1,1,0,0,2,Medium,2.8,0,1,0,30,22.0,30.0,27.2,Moderate Risk
22,Female,Urban,Bulawayo,Tertiary,Informal,3,1,1,0,1,3,Low,0.3,1,0,0,20,30.0,20.0,23.5,Low Risk
48,Female,Rural,Mashonaland East,Primary,Informal,4,0,1,0,1,2,Medium,24.2,1,0,1,60,48.0,50.0,53.8,High Risk
38,Female,Rural,Mashonaland West,None,Informal,1,1,0,1,0,2,Medium,3.6,0,0,1,40,69.0,50.0,52.15,High Risk
41,Female,Rural,Mashonaland Central,Secondary,Informal,3,0,1,0,1,2,Medium,14.9,1,0,1,60,42.0,55.0,52.7,High Risk
27,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,6.2,1,1,0,0,0.0,5.0,1.0,Low Risk
33,Female,Urban,Bulawayo,Secondary,Informal,5,1,1,0,0,2,Medium,4.9,1,1,0,30,22.0,0.0,21.2,Low Risk
37,Male,Rural,Mashonaland East,Primary,Unemployed,1,0,1,0,0,1,High,19.4,1,1,1,70,61.0,15.0,55.85,High Risk
30,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.1,1,1,0,0,0.0,0.0,0.0,Low Risk
42,Male,Rural,Midlands,Primary,Informal,1,1,1,0,1,3,Low,3.0,1,0,0,20,53.0,20.0,31.55,Moderate Risk
44,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,1,0,3,Low,3.4,1,1,1,10,12.0,0.0,8.7,Low Risk
68,Male,Rural,Masvingo,Secondary,Informal,3,0,1,0,0,1,High,10.9,0,1,1,70,40.0,65.0,58.5,High Risk
41,Female,Urban,Harare,Tertiary,Formal,4,0,1,1,1,3,Low,2.8,0,1,0,40,10.0,30.0,27.5,Moderate Risk
18,Female,Rural,Mashonaland Central,Secondary,Unemployed,3,1,0,1,0,2,Medium,17.8,1,0,0,40,58.0,55.0,49.3,High Risk
54,Female,Rural,Mashonaland East,Secondary,Informal,1,1,1,0,1,3,Low,2.9,1,0,1,20,57.0,20.0,32.95,Moderate Risk
35,Male,Urban,Midlands,Secondary,Unemployed,4,1,1,0,0,2,Medium,2.0,1,1,0,30,20.0,0.0,20.5,Low Risk
66,Male,Rural,Mashonaland Central,Primary,Unemployed,1,1,1,0,0,2,Medium,14.0,0,1,1,30,69.0,65.0,50.65,High Risk
58,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,1.7,1,1,0,0,10.0,0.0,3.5,Low Risk
30,Female,Rural,Midlands,None,Informal,1,1,1,0,1,3,Low,32.5,1,0,1,20,69.0,50.0,43.15,Moderate Risk
48,Female,Rural,Mashonaland West,Primary,Informal,2,1,1,0,1,3,Low,3.2,1,0,0,20,56.0,20.0,32.6,Moderate Risk
29,Female,Urban,Harare,Primary,Unemployed,4,1,1,0,0,2,Medium,5.0,1,0,0,30,36.0,20.0,30.1,Moderate Risk
38,Female,Urban,Bulawayo,Tertiary,Formal,5,0,1,1,1,3,Low,0.9,1,1,0,40,10.0,0.0,21.5,Low Risk
47,Female,Rural,Mashonaland West,Secondary,Informal,2,1,1,1,0,3,Low,2.2,1,1,1,10,50.0,0.0,22.0,Low Risk
53,Female,Urban,Matabeleland South,Secondary,Informal,2,1,1,0,1,3,Low,2.9,1,1,1,20,30.0,20.0,23.5,Low Risk
50,Female,Rural,Manicaland,Secondary,Formal,4,1,1,1,1,4,Low,2.8,1,1,1,0,30.0,0.0,10.5,Low Risk
39,Female,Rural,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,7.0,0,1,0,0,30.0,55.0,21.5,Low Risk
72,Male,Rural,Mashonaland East,Primary,Unemployed,2,1,1,0,0,2,Medium,18.5,1,0,1,30,62.0,35.0,42.2,Moderate Risk
32,Male,Urban,Mashonaland East,Secondary,Informal,2,1,0,0,1,2,Medium,2.1,1,1,0,50,20.0,0.0,29.5,Moderate Risk
18,Male,Rural,Midlands,Secondary,Informal,4,1,1,0,1,3,Low,2.7,0,0,0,20,40.0,50.0,33.0,Moderate Risk
18,Female,Rural,Midlands,Secondary,Informal,2,0,0,1,1,2,Medium,3.5,0,0,1,70,58.0,50.0,61.8,High Risk
58,Female,Urban,Masvingo,Secondary,Informal,4,1,1,1,0,3,Low,1.9,1,1,0,10,22.0,20.0,16.2,Low Risk
36,Male,Urban,Manicaland,Secondary,Informal,4,1,1,1,0,3,Low,0.5,1,1,0,10,12.0,0.0,8.7,Low Risk
40,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.8,1,1,0,0,10.0,0.0,3.5,Low Risk
30,Male,Urban,Harare,Secondary,Unemployed,1,1,0,1,0,2,Medium,3.0,1,0,1,40,35.0,20.0,34.25,Moderate Risk
31,Male,Rural,Mashonaland East,Secondary,Formal,5,1,0,1,1,3,Low,22.8,1,1,1,30,20.0,30.0,26.5,Moderate Risk
26,Female,Urban,Bulawayo,Tertiary,Formal,4,1,1,1,1,4,Low,1.6,1,1,1,0,10.0,0.0,3.5,Low Risk
44,Male,Rural,Mashonaland East,Secondary,Unemployed,2,1,1,1,0,3,Low,7.1,0,1,0,10,48.0,35.0,28.3,Moderate Risk
36,Male,Urban,Mashonaland Central,None,Formal,4,1,1,0,1,3,Low,6.8,1,1,1,20,12.0,25.0,18.2,Low Risk
44,Male,Urban,Manicaland,Secondary,Unemployed,4,1,1,0,0,2,Medium,5.7,0,1,1,30,20.0,35.0,27.5,Moderate Risk
42,Male,Urban,Midlands,Secondary,Informal,4,1,1,0,1,3,Low,2.7,0,1,0,20,12.0,30.0,19.2,Low Risk
32,Female,Rural,Mashonaland West,Primary,Informal,2,1,0,0,0,1,High,39.4,1,1,1,60,56.0,30.0,52.6,High Risk
18,Female,Rural,Matabeleland South,Primary,Formal,3,1,1,1,1,4,Low,44.0,1,0,0,0,44.0,70.0,29.4,Moderate Risk
18,Female,Urban,Mashonaland Central,Secondary,Formal,5,0,1,1,0,2,Medium,1.1,1,1,0,50,18.0,20.0,32.8,Moderate Risk
80,Female,Rural,Midlands,Secondary,Unemployed,2,1,0,0,0,1,High,21.1,1,0,1,60,66.0,50.0,60.1,High Risk
58,Male,Urban,Mashonaland Central,Secondary,Unemployed,5,1,1,0,0,2,Medium,4.0,1,0,0,30,20.0,40.0,28.5,Moderate Risk
56,Female,Urban,Harare,Secondary,Informal,4,0,1,0,1,2,Medium,0.2,1,0,1,60,22.0,20.0,38.7,Moderate Risk
28,Male,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,8.9,1,1,0,0,0.0,5.0,1.0,Low Risk
38,Male,Rural,Midlands,Primary,Informal,1,1,0,0,1,2,Medium,42.4,0,0,1,50,53.0,80.0,57.05,High Risk
26,Female,Rural,Matabeleland North,Secondary,Informal,3,1,1,0,0,2,Medium,5.8,1,0,0,30,42.0,45.0,37.2,Moderate Risk
19,Male,Rural,Matabeleland South,None,Informal,2,1,1,0,0,2,Medium,6.6,1,0,0,30,60.0,45.0,43.5,Moderate Risk
29,Female,Urban,Mashonaland East,Tertiary,Formal,5,1,1,1,0,3,Low,0.5,1,1,0,10,10.0,0.0,8.0,Low Risk
56,Male,Urban,Manicaland,Secondary,Formal,5,1,1,1,1,4,Low,1.4,1,1,0,0,0.0,0.0,0.0,Low Risk
49,Female,Rural,Matabeleland South,Secondary,Informal,2,1,0,0,1,2,Medium,6.0,1,1,0,50,50.0,25.0,45.0,Moderate Risk
24,Male,Urban,Matabeleland North,Tertiary,Informal,4,1,1,0,0,2,Medium,0.5,1,0,0,30,20.0,40.0,28.5,Moderate Risk
33,Male,Rural,Midlands,Secondary,Informal,1,1,1,0,1,3,Low,53.4,1,1,0,20,47.0,30.0,31.45,Moderate Risk
48,Female,Rural,Mashonaland East,Secondary,Formal,5,1,1,1,1,4,Low,14.7,1,1,0,0,30.0,15.0,13.5,Low Risk
30,Male,Urban,Harare,Tertiary,Formal,5,0,1,1,1,3,Low,7.1,1,1,0,40,0.0,5.0,19.0,Low Risk
39,Female,Rural,Manicaland,None,Informal,1,1,1,1,0,3,Low,20.1,0,0,0,10,69.0,80.0,44.65,Moderate Risk
43,Male,Rural,Mashonaland West,Primary,Informal,1,0,1,0,0,1,High,7.5,1,1,0,70,53.0,5.0,51.05,High Risk
43,Female,Urban,Mashonaland West,Tertiary,Formal,5,0,1,1,1,3,Low,0.3,1,1,0,40,10.0,0.0,21.5,Low Risk
41,Female,Rural,Midlands,Secondary,Unemployed,2,1,0,1,0,2,Medium,2.1,1,0,0,40,58.0,20.0,42.3,Moderate Risk
28,Female,Rural,Mashonaland West,Secondary,Informal,1,1,1,0,1,3,Low,15.7,1,1,1,20,57.0,15.0,31.95,Moderate Risk
30,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.2,1,1,0,0,10.0,0.0,3.5,Low Risk
22,Male,Rural,Mashonaland West,Primary,Informal,3,1,1,0,1,3,Low,22.6,1,0,0,20,46.0,50.0,35.1,Moderate Risk
18,Female,Urban,Mashonaland West,Tertiary,Unemployed,3,1,1,0,0,2,Medium,0.8,1,1,0,30,38.0,0.0,26.8,Moderate Risk
36,Female,Rural,Masvingo,Secondary,Informal,3,1,1,0,1,3,Low,2.5,1,0,0,20,42.0,40.0,31.7,Moderate Risk
49,Female,Rural,Manicaland,Primary,Informal,2,0,0,0,0,0,High,38.7,1,0,1,100,56.0,50.0,74.6,Critical Risk
18,Female,Rural,Mashonaland East,Primary,Informal,1,1,0,0,1,2,Medium,25.2,1,0,1,50,71.0,50.0,57.35,High Risk
41,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,3.8,1,1,0,0,10.0,0.0,3.5,Low Risk
48,Female,Rural,Masvingo,Secondary,Unemployed,1,0,1,0,0,1,High,2.6,0,0,1,70,65.0,70.0,68.25,Critical Risk
18,Male,Urban,Mashonaland West,Tertiary,Informal,4,1,1,0,0,2,Medium,4.0,1,0,1,30,20.0,20.0,24.5,Low Risk
34,Female,Urban,Matabeleland South,Secondary,Informal,5,1,1,1,0,3,Low,3.0,1,1,0,10,22.0,20.0,16.2,Low Risk
61,Female,Urban,Harare,Secondary,Informal,5,1,1,0,0,2,Medium,0.1,1,1,0,30,22.0,0.0,21.2,Low Risk
45,Female,Rural,Mashonaland Central,Primary,Informal,2,0,1,0,0,1,High,6.8,1,1,1,70,56.0,25.0,56.1,High Risk
18,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.0,1,1,0,0,8.0,0.0,2.8,Low Risk
47,Female,Urban,Harare,Secondary,Unemployed,4,1,1,1,0,3,Low,3.2,1,1,0,10,30.0,0.0,15.0,Low Risk
27,Female,Rural,Mashonaland West,None,Informal,2,1,1,1,0,3,Low,26.2,1,0,0,10,62.0,50.0,36.2,Moderate Risk
47,Female,Urban,Harare,Secondary,Formal,5,1,0,1,1,3,Low,2.6,1,1,0,30,10.0,0.0,17.0,Low Risk
28,Male,Urban,Harare,Secondary,Unemployed,3,1,1,1,0,3,Low,0.2,1,1,0,10,20.0,0.0,11.5,Low Risk
37,Male,Urban,Mashonaland West,Tertiary,Unemployed,3,1,1,0,0,2,Medium,4.8,0,1,1,30,20.0,30.0,26.5,Moderate Risk
30,Male,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,2.7,0,0,0,20,12.0,50.0,23.2,Low Risk
38,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,1,3,Low,36.1,1,0,1,20,40.0,70.0,37.0,Moderate Risk
30,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.4,1,1,1,0,10.0,0.0,3.5,Low Risk
34,Male,Urban,Harare,Primary,Informal,2,1,1,0,0,2,Medium,3.3,1,0,0,30,26.0,20.0,26.6,Moderate Risk
21,Female,Rural,Manicaland,Secondary,Formal,4,0,1,1,0,2,Medium,13.0,1,1,0,50,38.0,15.0,38.8,Moderate Risk
44,Male,Rural,Harare,Secondary,Informal,1,1,1,0,0,2,Medium,19.5,0,1,1,30,47.0,45.0,38.95,Moderate Risk
40,Male,Rural,Mashonaland East,Secondary,Informal,2,1,0,0,0,1,High,19.3,1,1,0,60,40.0,15.0,44.0,Moderate Risk
18,Female,Rural,Matabeleland South,Secondary,Unemployed,2,0,1,0,0,1,High,22.5,0,0,1,70,66.0,100.0,74.6,Critical Risk
51,Male,Rural,Midlands,Secondary,Unemployed,2,0,1,0,0,1,High,22.7,1,0,1,70,48.0,50.0,58.3,High Risk
35,Male,Urban,Harare,Tertiary,Unemployed,4,1,1,0,0,2,Medium,0.6,1,1,0,30,20.0,0.0,20.5,Low Risk
40,Male,Rural,Manicaland,Secondary,Unemployed,2,1,0,0,0,1,High,23.5,1,0,1,60,48.0,50.0,53.8,High Risk
48,Female,Rural,Mashonaland Central,Secondary,Informal,4,1,1,0,1,3,Low,1.0,1,0,0,20,42.0,40.0,31.7,Moderate Risk
42,Female,Urban,Mashonaland Central,Secondary,Formal,5,1,1,0,1,3,Low,2.7,1,1,0,20,10.0,20.0,16.5,Low Risk
54,Male,Urban,Harare,Secondary,Informal,4,1,0,0,1,2,Medium,4.2,1,0,0,50,12.0,20.0,30.7,Moderate Risk
33,Female,Urban,Harare,Secondary,Formal,5,1,1,1,0,3,Low,1.9,1,1,0,10,10.0,0.0,8.0,Low Risk
52,Male,Rural,Midlands,Secondary,Informal,2,1,0,0,1,2,Medium,32.6,0,0,1,50,40.0,80.0,52.5,High Risk
39,Female,Rural,Midlands,Secondary,Informal,1,1,1,0,0,2,Medium,7.9,0,1,0,30,57.0,35.0,40.45,Moderate Risk
45,Male,Rural,Matabeleland North,Primary,Unemployed,1,1,0,0,0,1,High,1.0,1,0,0,60,61.0,40.0,56.35,High Risk
43,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,3.5,1,1,1,0,10.0,0.0,3.5,Low Risk
55,Female,Urban,Harare,Tertiary,Formal,4,1,1,1,1,4,Low,4.8,1,1,0,0,10.0,0.0,3.5,Low Risk
48,Male,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,0.8,1,1,0,20,12.0,0.0,13.2,Low Risk
31,Male,Urban,Bulawayo,Primary,Informal,2,1,1,0,0,2,Medium,14.6,1,1,0,30,26.0,15.0,25.6,Moderate Risk
29,Male,Rural,Matabeleland South,Tertiary,Formal,4,1,1,0,1,3,Low,25.8,0,1,0,20,20.0,80.0,32.0,Moderate Risk
37,Male,Rural,Manicaland,Primary,Informal,3,1,1,0,1,3,Low,6.4,1,0,0,20,38.0,25.0,27.3,Moderate Risk
27,Male,Rural,Midlands,Secondary,Informal,1,1,1,1,1,4,Low,3.2,1,0,1,0,47.0,20.0,20.45,Low Risk
23,Male,Rural,Mashonaland West,None,Informal,2,1,0,0,0,1,High,6.5,1,1,1,60,60.0,5.0,49.0,High Risk
18,Female,Rural,Matabeleland South,Primary,Informal,1,1,0,0,1,2,Medium,19.5,0,0,1,50,71.0,85.0,64.35,High Risk
18,Male,Urban,Harare,Secondary,Unemployed,3,1,0,0,0,1,High,1.6,1,0,0,60,28.0,20.0,40.8,Moderate Risk
65,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.6,1,1,0,0,18.0,0.0,6.3,Low Risk
28,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.5,1,1,0,0,0.0,0.0,0.0,Low Risk
64,Female,Urban,Manicaland,Secondary,Formal,4,1,1,1,1,4,Low,0.3,1,1,0,0,10.0,0.0,3.5,Low Risk
43,Male,Urban,Harare,Secondary,Informal,3,0,1,0,1,2,Medium,0.7,1,0,0,60,12.0,20.0,35.2,Moderate Risk
37,Female,Urban,Harare,Secondary,Unemployed,1,1,1,1,0,3,Low,3.0,1,0,1,10,45.0,20.0,24.25,Low Risk
18,Male,Rural,Matabeleland South,Tertiary,Informal,3,1,1,0,0,2,Medium,17.8,1,0,1,30,40.0,55.0,38.5,Moderate Risk
38,Male,Urban,Mashonaland Central,Secondary,Informal,1,1,1,0,0,2,Medium,1.6,1,1,0,30,27.0,20.0,26.95,Moderate Risk
64,Female,Rural,Matabeleland North,Secondary,Unemployed,2,1,0,0,0,1,High,42.9,0,1,0,60,58.0,80.0,63.3,High Risk
